,編號,車位類別,車位價格,車位面積平方公尺,車位所在樓層
847,RPXNMLNLQHOFFBF66CA,坡道平面,0,nan,nan
848,RPXNMLNLQHOFFBF66CA,坡道平面,0,nan,nan
849,RPRQMLTKJIOFFBF88CA,坡道平面,2200000,38.09,nan
850,RPUQMLTKJIOFFBF56CA,坡道平面,2200000,37.12,nan
851,RPVQMLTKJIOFFBF66CA,坡道平面,2200000,38.09,nan
852,RPWQMLTKJIOFFBF76CA,坡道平面,2250000,37.12,nan
853,RPXQMLTKJIOFFBF86CA,坡道平面,2300000,38.09,nan
854,RPORMLTKJIOFFBF68CA,坡道平面,2300000,38.09,nan
855,RPPRMLTKJIOFFBF78CA,坡道平面,2200000,38.09,nan
856,RPQRMLTKJIOFFBF88CA,坡道平面,2200000,38.09,nan
857,RPRRMLTKJIOFFBF98CA,坡道平面,2250000,38.09,nan
858,RPTRMLTKJIOFFBF56CA,坡道平面,2250000,38.09,nan
859,RPURMLTKJIOFFBF66CA,坡道平面,2300000,38.09,nan
860,RPVRMLTKJIOFFBF76CA,坡道平面,2200000,37.12,nan
861,RPWRMLTKJIOFFBF86CA,坡道平面,2250000,38.09,nan
862,RPXRMLTKJIOFFBF96CA,坡道平面,2200000,38.09,nan
863,RPPSMLTKJIOFFBF88CA,坡道平面,2200000,38.09,nan
864,RPPPMLKLJIOFFBF77CA,坡道平面,2300000,38.09,nan
865,RPSOMLRJQHOFFGF96CA,坡道平面,0,nan,nan
866,RPUNMLKKQHOFFGF09CA,坡道機械,1273300,27.8,nan
867,RPWNMLKKQHOFFGF66CA,坡道機械,1446700,27.8,nan
868,RPQNMLKKQHOFFGF68CA,坡道機械,1280000,27.8,nan
869,RPVOMLTKQHOFFGF57CA,坡道機械,1393300,27.8,nan
870,RPWQMLLJQHOFFDF66CA,坡道平面,1400000,40.84,nan
871,RPXQMLLJQHOFFDF76CA,坡道平面,1450000,40.84,nan
872,RPORMLLJQHOFFDF58CA,坡道平面,1450000,40.84,nan
873,RPQRMLLJQHOFFDF78CA,坡道平面,1400000,40.84,nan
874,RPSRMLLJQHOFFDF98CA,坡道平面,1400000,40.84,nan
875,RPUQMLMJQHOFFBF98CA,坡道平面,0,23.87,nan
876,RPUQMLMJQHOFFBF98CA,坡道平面,0,23.87,nan
877,RPWOMLLMPHOFFCF56CA,坡道平面,0,29.87,nan
878,RPWOMLLMPHOFFCF56CA,坡道平面,0,29.87,nan
879,RPTNMLQKQHOFFBF09CA,坡道平面,0,24.57,nan
880,RPSQMLLJQHOFFDF98DA,坡道平面,1200000,40.14,nan
881,RPPSMLMKQHOFFDF09DA,坡道平面,1200000,26.93,nan
882,RPRNMLMJQHOFFDF78EA,坡道平面,1200000,42.69,nan
883,RPPOMLLJQHOFFHF78CA,坡道平面,2080000,37.94,nan
884,RPQOMLKLQHOFFHF98CA,坡道平面,0,30.2,nan
885,RPRNMLOJRHOFFCF78CA,坡道平面,0,38.32,nan
886,RPOSMLLJQHOFFBF48CA,坡道平面,0,15.25,nan
887,RPXRMLQJQHOFFBF17CA,坡道平面,0,nan,nan
888,RPXRMLQJQHOFFBF17CA,坡道平面,0,nan,nan
889,RPXRMLQJQHOFFBF17CA,坡道平面,0,nan,nan
890,RPTPMLMJQHOFFBF78CA,坡道平面,1700000,32.38,nan
891,RPOPMLQLQHOFFEF56CA,坡道平面,450000,33.05,nan
892,RPSNMLKKQHOFFGF88CA,坡道機械,1273300,27.8,nan
893,RPSRMLPJQHOFFAF09CA,升降平面,1700000,19.01,nan
894,RPURMLPJQHOFFAF66CA,升降平面,1700000,19.01,nan
895,RPVRMLPJQHOFFAF76CA,升降平面,1700000,19.01,nan
896,RPRPMLNKQHOFFHF76CA,坡道平面,0,47.55,nan
897,RPRNMLQJQHOFFHF76CA,坡道平面,0,38.13,nan
898,RPRNMLQJQHOFFHF76CA,坡道機械,0,14.51,nan
899,RPRPMLKKRHOFFAF68EA,坡道平面,2200000,23.42,nan
900,RPRPMLKKRHOFFAF68EA,坡道平面,2200000,23.42,nan
901,RPQNMLTJQHOFFEF76DA,坡道機械,0,11.62,nan
902,RPQNMLSJQHOFFGF96EA,坡道平面,0,nan,nan
903,RPPNMLSKQHOFFAF88DA,坡道平面,0,19.86,nan
904,RPTPMLMLQHOFFBF56EA,坡道機械,1050000,nan,nan
905,RPSRMLQJQHOFFBF76DA,坡道機械,0,nan,nan
906,RPUPMLNKQHOFFAF56EA,升降平面,0,nan,nan
907,RPRPMLQJRHOFFEF96EA,坡道平面,0,27.65,nan
908,RPOPMLQJRHOFFIF86CA,坡道平面,0,nan,nan
909,RPTQMLTLQHOFFGF67CA,坡道平面,0,33.1,nan
910,RPXPMLRJQHOFFDF27CA,坡道平面,1470000,37.08,nan
911,RPOQMLRJQHOFFDF09CA,坡道平面,1470000,37.08,nan
912,RPXNMLMKQHOFFBF09CA,坡道平面,0,13.6,nan
913,RPSQMLSLQHOFFIF67CA,坡道平面,1450000,23.94,nan
914,RPXPMLSJQHOFFIF87CA,坡道機械,0,11.57,nan
915,RPRNMLQJRHOFFCF09DA,坡道平面,0,13.98,nan
916,RPRNMLQKRHOFFAF09EA,坡道平面,0,21.38,nan
917,RPUPMLQKRHOFFAF96EA,坡道平面,0,45.75,nan
918,RPSUMLOKQHOFFIF57CA,坡道平面,0,nan,nan
919,RPRQMLOKQHOFFBF98CA,坡道平面,0,33.71,nan
