,編號,車位類別,車位價格,車位面積平方公尺,車位所在樓層
250,RPRUMLRLOHOFFBJ37CA,坡道平面,640000,28.17,nan
251,RPSUMLRLOHOFFBJ47CA,坡道平面,900000,28.17,nan
252,RPTUMLRLOHOFFBJ57CA,坡道平面,1000000,28.17,nan
253,RPUUMLRLOHOFFBJ67CA,坡道平面,900000,28.17,nan
254,RPVUMLRLOHOFFBJ77CA,坡道平面,900000,28.17,nan
255,RPSPMLPLOHOFFBJ76CA,坡道平面,0,63.09,nan
256,RPXNMLRLOHOFFBJ27CA,坡道平面,0,nan,nan
257,RPXNMLRLOHOFFBJ27CA,坡道平面,0,nan,nan
258,RPQQMLLLOHOFFBJ88CA,坡道平面,870000,28.17,nan
259,RPRQMLLLOHOFFBJ98CA,坡道平面,900000,28.17,nan
260,RPSQMLLLOHOFFBJ09CA,坡道平面,850000,26.97,nan
261,RPTQMLLLOHOFFBJ56CA,坡道平面,900000,28.17,nan
262,RPUQMLLLOHOFFBJ66CA,坡道平面,750000,29.36,nan
263,RPVQMLLLOHOFFBJ76CA,坡道平面,890000,28.17,nan
264,RPSNMLMLOHOFFBJ88CA,坡道平面,900000,28.17,nan
265,RPTNMLMLOHOFFBJ98CA,坡道平面,750000,28.17,nan
266,RPUNMLMLOHOFFBJ09CA,坡道平面,750000,28.17,nan
267,RPVNMLPLOHOFFBJ86CA,坡道平面,1000000,28.17,nan
268,RPTPMLKLOHOFFBJ98CA,坡道平面,0,nan,nan
269,RPTPMLKLOHOFFBJ98CA,坡道平面,0,nan,nan
270,RPRNMLLLOHOFFBJ68CA,坡道平面,1000000,28.17,nan
271,RPVPMLLLOHOFFBJ66CA,坡道平面,750000,28.17,nan
272,RPWPMLLLOHOFFBJ76CA,坡道平面,870000,28.17,nan
273,RPRPMLLLOHOFFBJ88CA,坡道平面,1000000,28.17,nan
274,RPOPMLLLOHOFFBJ58CA,坡道平面,640000,28.17,nan
275,RPPPMLLLOHOFFBJ68CA,坡道平面,1000000,28.17,nan
276,RPPTMLRLOHOFFBJ07CA,坡道平面,1040000,28.17,nan
277,RPTSMLRLOHOFFBJ37CA,坡道平面,1000000,28.17,nan
278,RPSNMLMJPHOFFBJ78CA,坡道機械,0,nan,nan
279,RPXNMLKKPHOFFBJ56CA,坡道平面,360000,nan,nan
280,RPXNMLKKPHOFFBJ56CA,坡道平面,360000,nan,nan
281,RPXNMLKKPHOFFBJ56CA,坡道平面,360000,nan,nan
282,RPXNMLKKPHOFFBJ56CA,坡道機械,360000,nan,nan
283,RPXNMLKKPHOFFBJ56CA,坡道機械,360000,nan,nan
284,RPQNMLPJPHOFFBJ98DA,坡道機械,0,18.5,nan
285,RPXSNLMKPHOFFCJ47CA,坡道平面,1300000,nan,nan
286,RPPNMLNKPHOFFCJ78CA,坡道機械,0,nan,nan
287,RPXPOLRKPHOFFCJ77CA,坡道平面,0,nan,nan
288,RPXNMLMLPHOFFCJ96CA,坡道平面,850000,nan,nan
289,RPUNMLOJPHOFFCJ86EA,坡道平面,0,nan,nan
