編號,土地位置,土地移轉面積(平方公尺),使用分區或編定,權利人持分分母,權利人持分分子,移轉情形,地號
RPXOMLRKNHOFFAA78CA,木柵段一小段,0.26,都市：商,10000,1,持分移轉,5380000
RPSOMLRLNHOFFAA38CA,興泰段一小段,30.52,都市：住,100000,205,持分移轉,20000
RPSOMLRLNHOFFAA38CA,博嘉段三小段,47.63,都市：住,100000,205,持分移轉,9050000
RPWNMLNKOHOFFBA38CA,青年段一小段,28.32,都市：住,400000,2187,持分移轉,1240004
RPPNMLSLNHOFFAA08CA,萬隆段二小段,25.9,都市：住,10000,192,持分移轉,2060000
RPPNMLSLNHOFFAA08CA,萬隆段二小段,0.06,都市：其他:道路用地,10000,192,持分移轉,2060001
RPPNMLSLNHOFFAA08CA,萬隆段二小段,0.06,都市：其他:道路用地,10000,192,持分移轉,2060002
RPPNMLRKNHOFFAA87CA,興安段二小段,26.62,都市：住,10000,226,持分移轉,4240000
RPPNMLRKNHOFFAA87CA,興安段二小段,0.02,都市：住,10000,226,持分移轉,4240001
RPPNMLRKNHOFFAA87CA,興安段二小段,4.05,都市：其他:道路用地,10000,226,持分移轉,4240002
RPPNMLRKNHOFFAA87CA,興安段二小段,0.7,都市：住,10000,226,持分移轉,4240003
RPPQMLPKNHOFFAA97CA,實踐段二小段,0.37,都市：住,35,1,持分移轉,2820001
RPPQMLPKNHOFFAA97CA,實踐段二小段,23.4,都市：住,5,1,持分移轉,2840000
RPQQMLPKNHOFFAA08CA,景美段三小段,11.26,都市：商,1250,13,持分移轉,910000
RPQQMLPKNHOFFAA08CA,景美段三小段,0.01,都市：住,1250,13,持分移轉,1270011
RPTOMLLMNHOFFBA08CA,龍山段一小段,21.33,都市：商,100000,1734,持分移轉,3200000
RPXOMLKLNHOFFAA18CA,興隆段一小段,7.19,都市：住,10000,14,持分移轉,2620000
RPPPMLKLNHOFFAA47CA,南海段三小段,2.52,都市：住,10000,10,持分移轉,6350000
RPUOMLQKNHOFFBA48CA,莒光段四小段,24.75,都市：住,12,3,持分移轉,3960000
RPVOMLQKNHOFFBA58CA,直興段一小段,8.84,都市：商,10000,145,持分移轉,5600000
RPQOMLTLNHOFFAA38CA,興泰段三小段,0.74,都市：住,10000,38,持分移轉,870004
RPQOMLTLNHOFFAA38CA,興泰段三小段,11.64,都市：住,10000,37,持分移轉,1420000
RPWOMLQKNHOFFBA68CA,青年段一小段,18.9,都市：住,90000,42,持分移轉,880000
RPWNMLLKOHOFFBA18CA,圓環段二小段,40.89,都市：商,28,5,持分移轉,60000
RPWNMLQKNHOFFBA58CA,華中段一小段,17.25,都市：住,4,1,持分移轉,6650000
RPXOMLPKNHOFFBA68CA,莒光段三小段,10.14,都市：商,10000,155,持分移轉,6690000
RPXOMLQLOHOFFBA98CA,玉泉段二小段,0.11,都市：商,20000,8,持分移轉,3450000
RPXOMLQLOHOFFBA98CA,玉泉段二小段,0.11,都市：商,20000,8,持分移轉,3450000
RPXOMLQLOHOFFBA98CA,玉泉段二小段,0.01,都市：商,20000,8,持分移轉,3460000
RPXOMLQLOHOFFBA98CA,玉泉段二小段,0.01,都市：商,20000,8,持分移轉,3460000
RPXOMLQLOHOFFBA98CA,玉泉段二小段,0.01,都市：商,20000,8,持分移轉,3470000
RPXOMLQLOHOFFBA98CA,玉泉段二小段,0.01,都市：商,20000,8,持分移轉,3470000
RPXOMLQLOHOFFBA98CA,玉泉段二小段,0.12,都市：商,20000,8,持分移轉,3480000
RPXOMLQLOHOFFBA98CA,玉泉段二小段,0.12,都市：商,20000,8,持分移轉,3480000
RPXOMLQLOHOFFBA98CA,玉泉段二小段,0.03,都市：商,20000,81,持分移轉,3510000
RPXOMLQLOHOFFBA98CA,玉泉段二小段,0.03,都市：商,20000,81,持分移轉,3510000
RPXOMLQLOHOFFBA98CA,玉泉段二小段,0.38,都市：商,20000,81,持分移轉,3520000
RPXOMLQLOHOFFBA98CA,玉泉段二小段,0.38,都市：商,20000,81,持分移轉,3520000
RPROMLRKNHOFFBA28CA,華中段一小段,0.28,都市：住,384,3,持分移轉,2400000
RPROMLRKNHOFFBA28CA,華中段一小段,2.24,都市：住,384,3,持分移轉,2420000
RPROMLRKNHOFFBA28CA,華中段一小段,3.98,都市：住,384,3,持分移轉,2430000
RPROMLRKNHOFFBA28CA,華中段一小段,8.38,都市：住,3840,15,持分移轉,3550000
RPUPMLQKNHOFFCA68CA,吉林段二小段,0.31,都市：其他:道路用地,144,4,持分移轉,2430001
RPUPMLQKNHOFFCA68CA,吉林段三小段,41.25,都市：其他:道路用地,16,3,持分移轉,2120000
RPUPMLQKNHOFFCA68CA,吉林段三小段,103.72,都市：其他:道路用地,64064,10857,持分移轉,6060000
RPUPMLQKNHOFFCA68CA,吉林段四小段,42.38,都市：其他:道路用地,18061386,2534345,持分移轉,3320000
RPVQMLQKNHOFFCA88CA,東湖段一小段,27.9,都市：住,10000,197,持分移轉,90001
RPTNMLQKNHOFFCA38CA,中山段三小段,3.84,都市：商,90000,131,持分移轉,2070000
RPTNMLQKNHOFFCA38CA,中山段三小段,3.84,都市：商,90000,131,持分移轉,2070000
RPSNMLQKNHOFFBA18CA,直興段一小段,9.16,都市：商,10000,103,持分移轉,2680000
RPORMLQKNHOFFCA28CA,正義段四小段,12,都市：商,42,3,持分移轉,1820000
RPPRMLQKNHOFFCA38CA,中山段四小段,7.66,都市：商,100000,1536,持分移轉,3180000
RPQNMLRKNHOFFCA18CA,北安段二小段,12.48,都市：住,140000,2095,持分移轉,4840000
RPUNMLRKNHOFFCA58CA,中山段二小段,6.21,都市：商,100000,1065,持分移轉,940000
RPUOMLNJOHOFFAA08CA,南海段二小段,3.96,都市：商,100000,1896,持分移轉,2320000
RPUOMLNJOHOFFAA08CA,南海段二小段,14.2,都市：商,100000,1896,持分移轉,2350000
RPROMLSKNHOFFCA48CA,德惠段三小段,22,都市：住,4,1,持分移轉,8370000
RPWQMLPKNHOFFCA88CA,文德段二小段,8.11,都市：商,10000,79,持分移轉,1290006
RPXQMLPKNHOFFCA98CA,中山段一小段,0.06,都市：商,10000,1,持分移轉,8010000
RPTPMLSKOHOFFCA88CA,潭美段四小段,43.2,都市：住,3200,87,持分移轉,5200000
RPRRMLPKNHOFFCA48CA,舊宗段,26.26,都市：住,100000,1144,持分移轉,1110007
RPRQMLPKNHOFFCA38CA,東湖段八小段,35.02,都市：住,100000,705,持分移轉,140000
RPUOMLLKOHOFFAA97CA,興安段四小段,4.09,都市：住,100000,1754,持分移轉,2810005
RPSNMLMLNHOFFCA97CA,吉林段四小段,4.16,都市：商,10000,341,持分移轉,3020000
RPUOMLLKOHOFFAA97CA,興安段四小段,37.33,都市：住,100000,1754,持分移轉,3300000
RPSNMLMLNHOFFCA97CA,吉林段四小段,3.79,都市：住,10000,341,持分移轉,3030000
RPXNMLLKOHOFFBA28CA,圓環段二小段,16.36,都市：商,14,1,持分移轉,60000
RPVQMLNLNHOFFCA68CA,西湖段一小段,33.6,都市：住,10000,175,持分移轉,7510000
RPSPMLMLNHOFFCA18CA,碧湖段四小段,27.16,都市：住,100000,903,持分移轉,10250000
RPSPMLMLNHOFFCA18CA,碧湖段四小段,16.48,都市：住,100000,903,持分移轉,10250002
RPPQMLLLNHOFFCA87CA,碧湖段五小段,21.67,都市：住,10000,109,持分移轉,650000
RPSOMLRKNHOFFBA38CA,華中段一小段,3.35,都市：住,3840,6,持分移轉,3550000
RPWPMLPKNHOFFDA88CA,敦化段四小段,18.94,都市：住,86002,279,持分移轉,2890000
RPURMLMLNHOFFCA58CA,東湖段二小段,25.7,都市：住,10,1,持分移轉,220003
RPRQMLPKNHOFFDA48CA,民生段,4.49,都市：商,681200,449,持分移轉,620002
RPTQMLPKNHOFFDA68CA,信義段三小段,26.88,都市：其他:特定業務區(信義計畫特定專用區)。,2500,17,持分移轉,270000
RPSPMLQKNHOFFDA58CA,南港段三小段,24.23,都市：住,10000,122,持分移轉,1830002
RPPQMLQKNHOFFDA38CA,西松段一小段,14.02,都市：住,17973,60,持分移轉,90005
RPRQMLNJOHOFFCA18CA,吉林段四小段,5.1,都市：商,10000,418,持分移轉,3020000
RPRQMLNJOHOFFCA18CA,吉林段四小段,4.64,都市：住,10000,418,持分移轉,3030000
RPRQMLQKNHOFFDA58CA,寶清段一小段,21.84,都市：住,33106,86,持分移轉,570004
RPPRMLPLOHOFFCA48CA,碧湖段四小段,138.29,都市：住,240,37,持分移轉,4510000
RPPRMLPLOHOFFCA48CA,碧湖段四小段,1.13,都市：住,405,38,持分移轉,4420000
RPOPMLMLNHOFFCA77CA,長春段二小段,50.8,都市：住,10000,244,持分移轉,5190000
RPPQMLKKOHOFFCA77CA,康寧段三小段,17.38,都市：其他:市場用地,100000,420,持分移轉,2670001
RPUNMLLLNHOFFDA18CA,吳興段三小段,10.29,都市：住,10000,237,持分移轉,7750000
RPSNMLLLNHOFFDA97CA,吳興段三小段,10.81,都市：住,10000,249,持分移轉,7750000
RPXPMLSLOHOFFCA76CA,長安段四小段,35.35,都市：住,100000,3106,持分移轉,5030000
RPXPMLSLOHOFFCA76CA,長安段四小段,0.68,都市：住,100000,3106,持分移轉,5200000
RPSOMLLLNHOFFDA08CA,敦化段一小段,11.32,都市：商,10000,27,持分移轉,7820000
RPSOMLLLNHOFFDA08CA,敦化段一小段,0.1,都市：商,10000,27,持分移轉,7820001
RPSOMLLLNHOFFDA08CA,敦化段一小段,0.06,都市：商,10000,27,持分移轉,7820002
RPSOMLLLNHOFFDA08CA,敦化段一小段,0.17,都市：商,10000,27,持分移轉,7830000
RPTNMLLLNHOFFCA97CA,正義段四小段,0.2,都市：商,10000,6,持分移轉,3380000
RPXPMLMLNHOFFDA78CA,美仁段一小段,40.77,都市：住,15000,200,持分移轉,180008
RPRPMLKLNHOFFDA97CA,民生段,2.56,都市：其他:敦化南北路特定專用區,10000,68,持分移轉,1400009
RPRPMLKLNHOFFDA97CA,民生段,2.56,都市：其他:敦化南北路特定專用區,10000,68,持分移轉,1400010
RPRPMLKLNHOFFDA97CA,民生段,2.56,都市：其他:敦化南北路特定專用區,10000,68,持分移轉,1400011
RPOPMLSLNHOFFDA48CA,逸仙段三小段,12,都市：其他:道路用地,2,1,持分移轉,5110000
RPSNMLOLNHOFFDA28CA,美仁段一小段,28.1,都市：住,10000,298,持分移轉,1550000
RPOPMLKMNHOFFDA77CA,信義段三小段,80.54,都市：住,100000,588,持分移轉,150000
RPVOMLMLNHOFFDA48CA,寶清段二小段,0.04,都市：商,10000,42,持分移轉,1370000
RPVOMLMLNHOFFDA48CA,寶清段二小段,0.04,都市：商,10000,42,持分移轉,1370001
RPVOMLMLNHOFFDA48CA,寶清段二小段,0.06,都市：商,10000,42,持分移轉,1380000
RPVOMLMLNHOFFDA48CA,寶清段二小段,0.12,都市：商,10000,42,持分移轉,1380001
RPVOMLMLNHOFFDA48CA,寶清段二小段,0.6,都市：商,10000,42,持分移轉,1470001
RPVOMLMLNHOFFDA48CA,寶清段二小段,0.03,都市：商,10000,42,持分移轉,1470002
RPVOMLMLNHOFFDA48CA,寶清段二小段,0.07,都市：商,10000,42,持分移轉,1390000
RPVOMLMLNHOFFDA48CA,寶清段二小段,0.46,都市：商,10000,42,持分移轉,1390001
RPVOMLMLNHOFFDA48CA,寶清段二小段,0.07,都市：商,10000,42,持分移轉,1420006
RPVOMLMLNHOFFDA48CA,寶清段二小段,0.03,都市：商,10000,42,持分移轉,1430000
RPVOMLMLNHOFFDA48CA,寶清段二小段,0.61,都市：商,10000,42,持分移轉,1430001
RPVOMLMLNHOFFDA48CA,寶清段二小段,0.59,都市：商,10000,42,持分移轉,1470000
RPVOMLMLNHOFFDA48CA,寶清段二小段,0.49,都市：商,10000,42,持分移轉,1390002
RPVOMLMLNHOFFDA48CA,寶清段二小段,0.45,都市：商,10000,42,持分移轉,1390003
RPVOMLMLNHOFFDA48CA,寶清段二小段,0.24,都市：商,10000,42,持分移轉,1390004
RPVOMLMLNHOFFDA48CA,寶清段二小段,0.56,都市：商,10000,42,持分移轉,1420000
RPVOMLMLNHOFFDA48CA,寶清段二小段,0.29,都市：商,10000,42,持分移轉,1420001
RPVOMLMLNHOFFDA48CA,寶清段二小段,0.14,都市：商,10000,42,持分移轉,1420002
RPVOMLMLNHOFFDA48CA,寶清段二小段,0,都市：商,10000,42,持分移轉,1420003
RPXOMLRKNHOFFDA09CA,雅祥段一小段,16.59,都市：商,10000,226,持分移轉,4100000
RPXOMLRKNHOFFDA09CA,雅祥段一小段,4.84,都市：住,10000,226,持分移轉,4160000
RPPPMLKMNHOFFDA87CA,信義段三小段,74.92,都市：住,100000,547,持分移轉,150000
RPSOMLOJOHOFFDA28CA,寶清段一小段,19.64,都市：住,1000000000,21300000,持分移轉,510003
RPVQMLPKNHOFFEA98CA,關渡段二小段,31.82,都市：住,10000,630,持分移轉,4770000
RPRQMLPKNHOFFEA58CA,新民段三小段,75.2,都市：住,50660,752,持分移轉,1230000
RPOOMLQKNHOFFEA18CA,大業段一小段,68,都市：住,1,1,全筆移轉,4870000
RPQNMLQKNHOFFEA28CA,永平段一小段,27.54,都市：住,1000000000,77600000,持分移轉,1620000
RPXOMLRKNHOFFEA56CA,永平段一小段,24.52,都市：住,10000,691,持分移轉,1620000
RPSNMLOKOHOFFCA18CA,金泰段,49.21,都市：其他:娛樂區(供觀光旅館使用)。,20000,39,持分移轉,290000
RPROMLKLNHOFFEA97CA,軟橋段,1322.6,都市：其他:科技產業專用區,100000,52662,持分移轉,590000
RPVOMLRKNHOFFBA68CA,華中段一小段,5.02,都市：住,3840,9,持分移轉,3550000
RPQNMLKMNHOFFEA87CA,桃源段四小段,143.21,都市：住,5,1,持分移轉,1190000
RPOOMLKLNHOFFEA67CA,軟橋段,1188.88,都市：其他:科技產業專用區,100000,47338,持分移轉,590000
RPUNMLPLNHOFFEA68CA,行義段三小段,27.68,都市：住,10000,254,持分移轉,1850000
RPUNMLPKNHOFFFA68CA,瑞安段一小段,21.06,都市：住,52880,47,持分移轉,2980000
RPVOMLLLNHOFFFA58CA,龍泉段三小段,44.88,都市：其他:道路用地,8,1,持分移轉,5020000
RPVOMLLLNHOFFFA58CA,龍泉段三小段,7,都市：其他:道路用地,8,1,持分移轉,5330000
RPVOMLRKNHOFFFA09CA,瑞安段三小段,26.63,都市：住,10000,464,持分移轉,3200000
RPPNMLMJOHOFFDA67CA,新光段二小段,12.39,都市：住,100000,283,持分移轉,1010000
RPPNMLMJOHOFFDA67CA,新光段二小段,8.52,都市：住,100000,283,持分移轉,1010002
RPPNMLMJOHOFFDA67CA,新光段二小段,0.11,都市：住,100000,283,持分移轉,1010003
RPPNMLNLNHOFFFA08CA,懷生段一小段,27.5,都市：其他:道路用地,4,1,持分移轉,5750000
RPUOMLTLNHOFFAA88DA,永昌段一小段,8.08,都市：住,10000,106,持分移轉,20000
RPUOMLTLNHOFFAA88DA,永昌段一小段,0.25,都市：住,10000,106,持分移轉,20001
RPPOMLNLNHOFFAA77DA,景美段三小段,32.75,都市：住,4,1,持分移轉,2650000
RPRNMLPLNHOFFAA08DA,木柵段二小段,19.03,都市：住,10000,42,持分移轉,6310000
RPSOMLTLNHOFFBA78DA,臨沂段一小段,11.99,都市：其他:資訊產業專用區,10000,124,持分移轉,20000
RPSOMLTLNHOFFBA78DA,臨沂段一小段,5.05,都市：其他:資訊產業專用區,10000,124,持分移轉,20001
RPPPMLLLNHOFFEA97CA,陽明段三小段,138.9,都市：其他:道路用地,100000,30000,持分移轉,7180000
RPPPMLLLNHOFFEA97CA,陽明段三小段,28,都市：其他:道路用地,1,1,全筆移轉,2780000
RPPPMLLLNHOFFEA97CA,陽明段三小段,10,都市：其他:道路用地,1,1,全筆移轉,3000000
RPPPMLLLNHOFFEA97CA,振興段一小段,10.97,都市：其他:道路用地,3328,47,持分移轉,1020000
RPUNMLNJPHOFFEA48CA,溫泉段二小段,0.49,都市：商,1000000,430,持分移轉,5480000
RPPPMLTLNHOFFDA78DA,吳興段一小段,0.04,都市：其他:道路用地(公共設施用地),800,7,持分移轉,10000
RPPPMLTLNHOFFDA78DA,吳興段一小段,15.03,都市：商,800,7,持分移轉,20000
RPPPMLTLNHOFFDA78DA,吳興段一小段,3.72,都市：住,800,7,持分移轉,20001
RPPPMLTLNHOFFDA78DA,吳興段一小段,0.1,都市：其他:道路用地(公共設施用地),800,7,持分移轉,30000
RPPPMLTLNHOFFDA78DA,吳興段一小段,0.02,都市：其他:道路用地(公共設施用地),800,7,持分移轉,40000
RPQQMLTLNHOFFCA88DA,正義段一小段,7.25,都市：商,10000,49,持分移轉,3930000
RPUNMLNKOHOFFFA58CA,金華段二小段,16.21,都市：住,1000,74,持分移轉,2000000
RPWSMLMLNHOFFCA98DA,文德段五小段,141.79,都市：住,10000,602,持分移轉,1580000
RPQNMLPLNHOFFCA18DA,榮星段六小段,33.04,都市：住,10000,97,持分移轉,1240000
RPRNMLQLNHOFFBA28DA,大同段二小段,19.52,都市：住,7000,180,持分移轉,6490000
RPRNMLQLNHOFFBA28DA,大同段二小段,1.23,都市：住,1000,15,持分移轉,6540000
RPRNMLQLNHOFFBA28DA,大同段二小段,0.03,都市：其他:道路用地,1000,15,持分移轉,6540001
RPUQMLLLNHOFFCA48DA,正義段一小段,7.34,都市：商,10000,30,持分移轉,7050000
RPQOMLSKNHOFFCA48DA,長安段三小段,7.7,都市：商,10000,282,持分移轉,6890000
RPQOMLSKNHOFFCA48DA,長安段三小段,2.31,都市：商,10000,282,持分移轉,6890001
RPQRMLQKNHOFFCA58DA,長安段三小段,39.5,都市：住,2,1,持分移轉,3090000
RPWNMLSKNHOFFCA98DA,東湖段一小段,24.85,都市：住,10000,111,持分移轉,80006
RPQPMLMLNHOFFCA08DA,吉林段三小段,12.63,都市：商,10000,111,持分移轉,1700000
RPTNMLKLNHOFFEA18DA,百齡段六小段,6.41,都市：住,15696,34,持分移轉,660000
RPPOMLMLNHOFFEA08DA,立農段四小段,32.75,都市：住,4,1,持分移轉,2730000
RPROMLMLNHOFFEA28DA,百齡段六小段,29.75,都市：住,10000,142,持分移轉,8100000
RPOPMLRKNHOFFDA38DA,中南段二小段,42.26,都市：住,100000,1996,持分移轉,8590000
RPPPMLRKNHOFFDA48DA,經貿段,103.77,都市：住,100000,1229,持分移轉,660001
RPOQMLMLNHOFFEA18DA,行義段一小段,48.84,都市：住,60000,560,持分移轉,3440000
RPSNMLNLNHOFFEA38DA,永平段四小段,9,都市：住,4,1,持分移轉,2250000
RPSNMLNLNHOFFEA38DA,永平段四小段,39.25,都市：住,4,1,持分移轉,2260000
RPUNMLLKOHOFFEA28CA,大業段一小段,6.66,都市：其他:特定觀光商業專用區,10000,67,持分移轉,850000
RPUNMLLKOHOFFEA28CA,大業段一小段,0.68,都市：其他:特定觀光商業專用區,10000,67,持分移轉,980000
RPTNMLNLNHOFFEA48DA,永平段四小段,9,都市：住,4,1,持分移轉,2250000
RPTNMLNLNHOFFEA48DA,永平段四小段,39.25,都市：住,4,1,持分移轉,2260000
RPOPMLNJOHOFFFA08CA,懷生段三小段,39.12,都市：住,200000,8075,持分移轉,3290000
RPUNMLPJOHOFFFA68CA,仁愛段二小段,6.16,都市：住,10000,25,持分移轉,5630000
RPOPMLNJOHOFFEA08DA,新民段一小段,4.09,都市：住,100000,813,持分移轉,3400000
RPOQMLKLNHOFFEA97DA,溫泉段三小段,32.49,都市：住,10000,121,持分移轉,740000
RPQQMLKLNHOFFEA18DA,陽明段三小段,15.7,都市：住,10000,287,持分移轉,1540000
RPPQMLKLNHOFFEA08DA,文林段五小段,24.95,都市：住,10000,497,持分移轉,690002
RPPQMLKLNHOFFEA08DA,文林段五小段,0.35,都市：住,10000,497,持分移轉,710003
RPSOMLKLNHOFFFA28DA,仁愛段四小段,10.92,都市：其他:敦化南北路特定專用區(A)區,10000,67,持分移轉,4770000
RPSOMLKLNHOFFFA28DA,仁愛段四小段,4.37,都市：其他:敦化南北路特定專用區(A)區,10000,74,持分移轉,4830000
RPPNMLRKNHOFFFA48DA,大安段三小段,22.85,都市：其他:敦化南北路特定專用區(B區),103961,7422,持分移轉,490000
RPTNMLTKNHOFFCA78DA,大湖段二小段,81.89,都市：住,10000,67,持分移轉,1900000
RPSNMLTKNHOFFCA68DA,碧湖段一小段,29.5,都市：住,10000,228,持分移轉,6010000
RPSNMLTKNHOFFCA68DA,碧湖段一小段,12.22,都市：住,10000,228,持分移轉,6010003
RPOOMLSKNHOFFCA28DA,東湖段二小段,71.86,都市：住,1000,144,持分移轉,80004
RPPOMLSKNHOFFCA38DA,康寧段三小段,10.36,都市：住,10000,29,持分移轉,5410003
RPPNMLMJOHOFFAA47DA,政大段四小段,23.44,都市：住,10000,150,持分移轉,6460000
RPUQMLSLNHOFFCA56DA,石潭段四小段,12.24,都市：住,10000,243,持分移轉,1930000
RPUQMLSLNHOFFCA56DA,石潭段四小段,1.56,都市：住,10000,243,持分移轉,1930001
RPWOMLNJOHOFFCA58DA,金泰段,27.1,都市：商,10000,109,持分移轉,960000
RPVQMLSLNHOFFCA66DA,碧湖段三小段,14.56,都市：住,10000,22,持分移轉,1540000
RPVQMLSLNHOFFCA66DA,碧湖段三小段,0.01,都市：其他:道路用地,10000,22,持分移轉,1540006
RPOSMLSJJIOFFCA18CA,中山段三小段,5.41,都市：商,10000,34,持分移轉,4540000
RPPQMLRLNHOFFCA58DA,碧湖段一小段,41.15,都市：住,10000,333,持分移轉,7480000
RPWPMLTLNHOFFDA86DA,美仁段一小段,6.57,都市：商,14100,171,持分移轉,2160000
RPWPMLTLNHOFFDA86DA,美仁段一小段,0,都市：商,14100,171,持分移轉,2160002
RPQPMLRKNHOFFDA58DA,民生段,22.63,都市：商,10000,23,持分移轉,440000
RPQOMLKMNHOFFEA08DA,光華段四小段,36.59,都市：住,100000,2104,持分移轉,8050000
RPOPMLKMNHOFFEA97DA,百齡段五小段,34.65,都市：住,20,1,持分移轉,3040000
RPOPMLKMNHOFFEA97DA,百齡段五小段,1.65,都市：其他:道路用地(公共設施用地),20,1,持分移轉,3040001
RPOPMLKMNHOFFEA97DA,百齡段五小段,0.2,都市：其他:道路用地(公共設施用地),20,1,持分移轉,3040002
RPVOMLRKNHOFFDA98DA,大豐段一小段,56.25,都市：其他:保護區,12,1,持分移轉,2960000
RPVOMLSLNHOFFBA98DA,漢中段三小段,11.12,都市：其他:第四種商業區及道路用地(公共設施用地),10000,625,持分移轉,5750000
RPUNMLKLNHOFFBA97DA,漢中段一小段,0.47,都市：商,10000,48,持分移轉,5460000
RPPOMLKLNHOFFBA57DA,漢中段一小段,8.12,都市：商,10000,864,持分移轉,5630000
RPPOMLKLNHOFFBA57DA,漢中段一小段,0.69,都市：其他:道路用地,10000,864,持分移轉,5630001
RPPOMLKLNHOFFBA57DA,漢中段一小段,1.64,都市：商,10000,864,持分移轉,5640000
RPWNMLKLNHOFFAA08DA,南海段三小段,4.16,都市：住,100000,702,持分移轉,3200000
RPWNMLKLNHOFFAA08DA,南海段三小段,5.67,都市：商,100000,702,持分移轉,3280000
RPXNMLKLNHOFFAA18DA,萬慶段二小段,0.04,都市：住,1000,1,持分移轉,6740001
RPXNMLKLNHOFFAA18DA,萬慶段二小段,0.14,都市：住,1000,1,持分移轉,6990000
RPXNMLKLNHOFFAA18DA,萬慶段二小段,25.94,都市：住,1000,198,持分移轉,7000000
RPXNMLRLNHOFFFA76DA,龍泉段二小段,28.33,都市：住,12,1,持分移轉,2280000
RPSOMLRKOHOFFFA98DA,學府段四小段,9.88,都市：住,20000,1169,持分移轉,430000
RPPNMLMKOHOFFFA97CA,仁愛段三小段,27.93,都市：其他:公共設施保留地,2700,931,持分移轉,1410000
RPPNMLMKOHOFFFA97CA,仁愛段三小段,140,都市：其他:公共設施保留地,1,1,全筆移轉,1530000
RPPPMLQKNHOFFFA48CA,學府段一小段,1.17,都市：其他:敦化南北路特定專用區﹝A區﹞,200000,409,持分移轉,3320000
