編號,土地位置,土地移轉面積(平方公尺),使用分區或編定,權利人持分分母,權利人持分分子,移轉情形,地號
RPRRMLQKPHOFFCA78CA,潭美段四小段,13.66,都市：住,100000,653,持分移轉,4810000
RPQRMLQKPHOFFCA68CA,潭美段四小段,13.66,都市：住,100000,653,持分移轉,4810000
RPTPMLQKPHOFFCA78CA,潭美段四小段,12.41,都市：住,100000,593,持分移轉,4810000
RPVUMLPKPHOFFCA76CA,潭美段四小段,13.45,都市：住,100000,643,持分移轉,4810000
RPPUMLPKPHOFFCA78CA,潭美段四小段,13.08,都市：住,100000,625,持分移轉,4810000
RPTUMLPKPHOFFCA56CA,潭美段四小段,13.45,都市：住,100000,643,持分移轉,4810000
RPSUMLPKPHOFFCA09CA,潭美段四小段,13.45,都市：住,100000,643,持分移轉,4810000
RPQWMLPKPHOFFCA09CA,潭美段四小段,12.28,都市：住,100000,587,持分移轉,4810000
RPPWMLPKPHOFFCA98CA,潭美段四小段,12.28,都市：住,100000,587,持分移轉,4810000
RPRWMLPKPHOFFCA56CA,潭美段四小段,12.11,都市：住,100000,579,持分移轉,4810000
RPSVMLPKPHOFFCA56CA,潭美段四小段,13.45,都市：住,100000,643,持分移轉,4810000
RPVTMLPKPHOFFCA66CA,潭美段四小段,13.08,都市：住,100000,625,持分移轉,4810000
RPVVMLPKPHOFFCA86CA,潭美段四小段,12.28,都市：住,100000,587,持分移轉,4810000
RPOWMLPKPHOFFCA88CA,潭美段四小段,12.28,都市：住,100000,587,持分移轉,4810000
RPWVMLPKPHOFFCA96CA,潭美段四小段,12.28,都市：住,100000,587,持分移轉,4810000
RPOUMLPKPHOFFCA68CA,潭美段四小段,13.08,都市：住,100000,625,持分移轉,4810000
RPWWMLPKPHOFFCA07CA,潭美段四小段,12.11,都市：住,100000,579,持分移轉,4810000
RPXWMLPKPHOFFCA17CA,潭美段四小段,12.11,都市：住,100000,579,持分移轉,4810000
RPONNLPKPHOFFCA08CA,潭美段四小段,12.11,都市：住,100000,579,持分移轉,4810000
RPVWMLPKPHOFFCA96CA,潭美段四小段,12.11,都市：住,100000,579,持分移轉,4810000
RPTWMLPKPHOFFCA76CA,潭美段四小段,12.11,都市：住,100000,579,持分移轉,4810000
RPSNMLQKPHOFFCA48CA,潭美段四小段,12.11,都市：住,100000,579,持分移轉,4810000
RPPVMLPKPHOFFCA88CA,潭美段四小段,13.45,都市：住,100000,643,持分移轉,4810000
RPOVMLPKPHOFFCA78CA,潭美段四小段,13.24,都市：住,100000,633,持分移轉,4810000
RPPOMLRKPHOFFCA38CA,潭美段四小段,13.08,都市：住,100000,625,持分移轉,4810000
RPWNMLRKPHOFFCA98CA,潭美段四小段,13.08,都市：住,100000,625,持分移轉,4810000
RPOOMLRKPHOFFCA28CA,潭美段四小段,13.08,都市：住,100000,625,持分移轉,4810000
RPVNMLRKPHOFFCA88CA,潭美段四小段,13.08,都市：住,100000,625,持分移轉,4810000
RPSQMLTKPHOFFCA09CA,潭美段四小段,12.28,都市：住,100000,587,持分移轉,4810000
RPTNMLRKPHOFFCA68CA,潭美段四小段,13.08,都市：住,100000,625,持分移轉,4810000
RPUNMLRKPHOFFCA78CA,潭美段四小段,13.08,都市：住,100000,625,持分移轉,4810000
RPRNMLRKPHOFFCA48CA,潭美段四小段,13.87,都市：住,100000,663,持分移轉,4810000
RPSNMLRKPHOFFCA58CA,潭美段四小段,13.66,都市：住,100000,653,持分移轉,4810000
RPQNMLRKPHOFFCA38CA,潭美段四小段,13.66,都市：住,100000,653,持分移轉,4810000
RPTOMLRKPHOFFCA78CA,潭美段四小段,13.08,都市：住,100000,625,持分移轉,4810000
RPUOMLRKPHOFFCA88CA,潭美段四小段,13.08,都市：住,100000,625,持分移轉,4810000
RPXPMLRKPHOFFCA66CA,潭美段四小段,11.53,都市：住,100000,551,持分移轉,4810000
RPOPMLRKPHOFFCA38CA,潭美段四小段,11.74,都市：住,100000,561,持分移轉,4810000
RPQPMLRKPHOFFCA58CA,潭美段四小段,11.53,都市：住,100000,551,持分移轉,4810000
RPWOMLRKPHOFFCA09CA,潭美段四小段,13.08,都市：住,100000,625,持分移轉,4810000
RPRPMLRKPHOFFCA68CA,潭美段四小段,11.74,都市：住,100000,561,持分移轉,4810000
RPWPMLRKPHOFFCA56CA,潭美段四小段,11.74,都市：住,100000,561,持分移轉,4810000
RPVPMLRKPHOFFCA09CA,潭美段四小段,11.53,都市：住,100000,551,持分移轉,4810000
RPTPMLRKPHOFFCA88CA,潭美段四小段,11.74,都市：住,100000,561,持分移轉,4810000
RPUPMLRKPHOFFCA98CA,潭美段四小段,11.53,都市：住,100000,551,持分移轉,4810000
RPVNMLKLOHOFFDA28CA,信義段三小段,64.49,都市：其他:特定業務區,10000000,339600,持分移轉,520002
RPVNMLKLOHOFFDA28CA,信義段三小段,54.37,都市：其他:特定業務區,10000000,339600,持分移轉,520003
RPQNMLPLOHOFFDA28CA,延吉段一小段,6.1,都市：商,10000,68,持分移轉,2210000
RPQNMLPLOHOFFDA28CA,延吉段一小段,2.75,都市：住,10000,68,持分移轉,2210001
RPXPMLKLOHOFFDA68CA,敦化段一小段,18.82,都市：商,10000,136,持分移轉,970000
RPTNMLKLOHOFFDA08CA,福德段一小段,1.11,都市：住,100000,320,持分移轉,160000
RPTNMLKLOHOFFDA08CA,福德段一小段,2.44,都市：其他:交通用地(公共設施用地),100000,320,持分移轉,140000
RPTNMLKLOHOFFDA08CA,福德段一小段,1.36,都市：住,100000,320,持分移轉,150000
RPUOMLTKOHOFFDA09CA,?和段一小段,9.55,都市：其他:保護區,11000000,284029,持分移轉,3520001
RPUOMLTKOHOFFDA09CA,?和段一小段,67,都市：其他:保護區,1,1,全筆移轉,3520023
RPOQMLRKPHOFFCA48CA,潭美段四小段,11.74,都市：住,100000,561,持分移轉,4810000
RPVPMLTKOHOFFDA66CA,延吉段三小段,33.25,都市：住,4,1,持分移轉,4590000
RPQNMLSKOHOFFDA48CA,新光段三小段,21.25,都市：住,776,194,持分移轉,5960000
RPPNMLSKOHOFFDA38CA,新光段二小段,11.95,都市：住,100000,273,持分移轉,1010000
RPPNMLSKOHOFFDA38CA,新光段二小段,8.22,都市：住,100000,273,持分移轉,1010002
RPPNMLSKOHOFFDA38CA,新光段二小段,0.1,都市：住,100000,273,持分移轉,1010003
RPWPMLRKOHOFFDA56CA,敦化段二小段,0,都市：商,6300000,1,持分移轉,3720000
RPWPMLRKOHOFFDA56CA,敦化段二小段,0,都市：商,6300000,1,持分移轉,3800000
RPROMLSKOHOFFDA68CA,玉成段四小段,10.75,都市：住,8,1,持分移轉,650000
RPROMLSKOHOFFDA68CA,玉成段四小段,10.5,都市：住,8,1,持分移轉,660000
RPROMLSKOHOFFDA68CA,玉成段四小段,1.5,都市：住,8,1,持分移轉,670000
RPROMLSKOHOFFDA68CA,玉成段四小段,4.38,都市：住,8,1,持分移轉,680000
RPROMLSKOHOFFDA68CA,玉成段四小段,8,都市：住,8,1,持分移轉,690000
RPRNMLTKOHOFFDA68CA,寶清段五小段,0.13,都市：住,2100,1,持分移轉,2520000
RPQQMLRKPHOFFCA68CA,潭美段四小段,11.74,都市：住,100000,561,持分移轉,4810000
RPVOMLSLOHOFFEA66CA,行義段四小段,13.88,都市：住,100000,4940,持分移轉,3560000
RPXOMLSLOHOFFEA86CA,行義段四小段,25.14,都市：住,100000,8943,持分移轉,3560000
RPRQMLRKPHOFFCA78CA,潭美段四小段,11.74,都市：住,100000,561,持分移轉,4810000
RPOPMLQLOHOFFEA48CA,泉源段三小段,4317.37,都市：其他:保護區,1,1,全筆移轉,1920000
RPOPMLQLOHOFFEA48CA,泉源段三小段,17.73,都市：其他:保護區,1,1,全筆移轉,1920001
RPOPMLQLOHOFFEA48CA,泉源段三小段,62.06,都市：其他:保護區,1,1,全筆移轉,1920002
RPTQMLRKPHOFFCA98CA,潭美段四小段,11.74,都市：住,100000,561,持分移轉,4810000
RPSQMLRKPHOFFCA88CA,潭美段四小段,11.74,都市：住,100000,561,持分移轉,4810000
RPXNMLTKOHOFFEA76CA,蘭雅段一小段,78.5,都市：工,100000,5267,持分移轉,6330000
RPROMLOLOHOFFEA48CA,桃源段五小段,44.05,都市：住,20000,820,持分移轉,2080000
RPUPMLKLOHOFFEA48CA,溪洲段二小段,27,都市：住,6,1,持分移轉,3750000
RPSNMLSKOHOFFEA78CA,至善段四小段,0.15,都市：其他:保護區,40,1,持分移轉,2830000
RPSNMLSKOHOFFEA78CA,至善段七小段,11,都市：住,40,1,持分移轉,1950000
RPSNMLSKOHOFFEA78CA,至善段七小段,7.68,都市：住,40,1,持分移轉,1960000
RPUNMLSKOHOFFEA98CA,百齡段四小段,29.59,都市：住,10000,511,持分移轉,4300000
RPRNMLSKOHOFFEA68CA,至善段四小段,0.15,都市：其他:保護區,40,1,持分移轉,2830000
RPRNMLSKOHOFFEA68CA,至善段七小段,11,都市：住,40,1,持分移轉,1950000
RPRNMLSKOHOFFEA68CA,至善段七小段,7.68,都市：住,40,1,持分移轉,1960000
RPSOMLTKOHOFFEA98CA,新洲美段,11.11,都市：住,100000,441,持分移轉,70000
RPSOMLTKOHOFFEA98CA,新洲美段,28.08,都市：住,100000,441,持分移轉,100000
RPOPMLRKOHOFFEA48CA,溫泉段一小段,2.73,都市：其他:特定觀光商業專用區,10000,20,持分移轉,2270000
RPPPMLRKOHOFFEA58CA,三合段,33.2,都市：住,100000,1298,持分移轉,740000
RPXNMLQLOHOFFDA09CA,玉成段五小段,11.64,都市：商,10000,68,持分移轉,490000
RPXNMLQLOHOFFDA09CA,玉成段五小段,0.17,都市：商,10000,1,持分移轉,490000
RPVNMLPLPHOFFCA78CA,潭美段五小段,66.23,都市：其他:辦公服務區,100000,1838,持分移轉,240000
RPVNMLRKOHOFFFA09CA,辛亥段六小段,18.69,都市：住,10000,151,持分移轉,480006
RPWNMLSKOHOFFEA56CA,芝蘭段一小段,29.53,都市：住,10000,104,持分移轉,2260000
RPWNMLSKOHOFFEA56CA,芝蘭段一小段,0.21,都市：住,10000,2,持分移轉,2270000
RPOOMLSKOHOFFEA48CA,芝蘭段一小段,76.29,都市：住,58300000,2431110,持分移轉,2390000
RPVNMLSKOHOFFEA09CA,光華段四小段,23.94,都市：住,13000,47,持分移轉,8280000
RPXNMLSKOHOFFFA76CA,懷生段三小段,44.94,都市：住,10000,625,持分移轉,3320000
RPPPMLKLOHOFFFA08CA,金華段四小段,22.11,都市：住,10000,73,持分移轉,1450001
RPQPMLKLOHOFFFA18CA,大安段三小段,7.25,都市：住,10000,66,持分移轉,650000
RPROMLQLOHOFFFA78CA,仁愛段五小段,22.7,都市：住,10,1,持分移轉,1530000
RPXOMLLJPHOFFAA38DA,萬隆段一小段,1.7,都市：商,10,1,持分移轉,2450000
RPXOMLLJPHOFFAA38DA,萬隆段一小段,19.8,都市：商,10,1,持分移轉,2450001
RPXOMLLJPHOFFAA38DA,萬隆段一小段,1.4,都市：其他:道路用地,10,1,持分移轉,2460000
RPTOMLLLOHOFFAA08DA,木柵段一小段,18.8,都市：商,1000000,7326,持分移轉,5380000
RPTOMLRKOHOFFAA58DA,興泰段二小段,33.75,都市：住,4,1,持分移轉,2540000
RPRNMLMLOHOFFAA87DA,萬隆段二小段,36.6,都市：住,100000,373,持分移轉,4710000
RPSQMLLMPHOFFCA48CA,潭美段四小段,12.47,都市：住,100000,596,持分移轉,4810000
RPPNMLLLOHOFFAA57DA,興泰段三小段,0.59,都市：住,100000,20,持分移轉,4150000
RPQNMLLLOHOFFAA67DA,興泰段三小段,34.39,都市：住,100000,1157,持分移轉,4150000
RPUQMLLMPHOFFCA68CA,潭美段四小段,12.07,都市：住,100000,577,持分移轉,4810000
RPQNMLLLOHOFFBA77DA,圓環段三小段,6.75,都市：商,10000,65,持分移轉,3140000
RPRNMLSKOHOFFBA48DA,臨沂段四小段,36.12,都市：住,8,1,持分移轉,3410000
RPSQMLKLOHOFFBA18DA,臨沂段三小段,30.25,都市：住,4,1,持分移轉,4760000
RPSQMLKLOHOFFBA18DA,臨沂段三小段,9.42,都市：住,12,1,持分移轉,4770000
RPTQMLOLOHOFFBA68DA,青年段一小段,1.47,都市：商,19200,234,持分移轉,1340000
RPTQMLOLOHOFFBA68DA,青年段一小段,11.18,都市：商,19200,234,持分移轉,1350000
RPUPMLLJPHOFFBA28DA,漢中段一小段,8.7,都市：商,100000,361,持分移轉,3280000
RPRPMLMJPHOFFBA08DA,圓環段三小段,13,都市：商,8,1,持分移轉,7550000
RPRPMLMJPHOFFBA08DA,圓環段三小段,6.25,都市：商,4,1,持分移轉,7570000
RPQNMLMLOHOFFCA97DA,榮星段三小段,21.21,都市：住,211208,6912,持分移轉,5630003
RPQNMLMLOHOFFCA97DA,榮星段三小段,12.34,都市：商,211208,6912,持分移轉,5630016
RPUTMLLLOHOFFCA88DA,石潭段四小段,33.42,都市：住,1000,66,持分移轉,830000
RPXNMLPJPHOFFFA09CA,仁愛段六小段,28.83,都市：住,10000,271,持分移轉,6160007
RPWNMLTJPHOFFCA56DA,中山段三小段,3.84,都市：商,90000,131,持分移轉,2070000
RPWPMLKLOHOFFDA68DA,虎林段四小段,28.89,都市：商,10000,270,持分移轉,30000
RPWPMLKLOHOFFDA68DA,虎林段四小段,8.26,都市：商,10000,270,持分移轉,150000
RPQOMLSKOHOFFCA58DA,吉林段四小段,4.92,都市：住,10000,32,持分移轉,3370000
RPWQMLOLOHOFFCA09DA,東湖段二小段,20.49,都市：住,10000,861,持分移轉,170000
RPXQMLLLOHOFFDA98DA,玉成段五小段,18.26,都市：住,24000,582,持分移轉,5260000
RPPRMLLLOHOFFDA28DA,雅祥段三小段,5.84,都市：住,10000,146,持分移轉,1120000
RPPRMLLLOHOFFDA28DA,雅祥段三小段,4.73,都市：住,10000,146,持分移轉,1120002
RPROMLRKOHOFFEA78DA,振興段四小段,0.1,都市：住,100000,4,持分移轉,3750000
RPROMLRKOHOFFEA78DA,振興段四小段,5.03,都市：住,100000,199,持分移轉,3750000
RPWPMLKLOHOFFFA88DA,仁愛段一小段,0.14,都市：住,10000,1,持分移轉,1680000
RPQNMLRLOHOFFFA68CA,學府段一小段,61.4,都市：住,100000,1985,持分移轉,6360000
RPXOMLLLOHOFFFA98DA,仁愛段三小段,20.38,都市：住,16,1,持分移轉,250000
RPQNMLMLOHOFFEA18DA,天山段一小段,15.85,都市：住,10000,174,持分移轉,4290000
RPQNMLNLOHOFFFA38DA,辛亥段六小段,31.5,都市：住,4,1,持分移轉,360011
RPPOMLMLOHOFFFA28DA,懷生段四小段,7.38,都市：住,10000,489,持分移轉,3000000
RPTNMLLLOHOFFFA48DA,通化段四小段,15,都市：商,5,1,持分移轉,4330000
RPUNMLTKOHOFFFA66DA,懷生段一小段,34.75,都市：住,4,1,持分移轉,3700000
RPSNMLLLOHOFFEA28DA,新民段二小段,25.75,都市：住,4,1,持分移轉,2560000
RPSNMLLLOHOFFEA28DA,新民段二小段,1.5,都市：其他:道路用地,4,1,持分移轉,2560001
RPORMLLLOHOFFDA18DA,福德段一小段,39.18,都市：住,12600,315,持分移轉,5210000
RPQNMLQLOHOFFEA58DA,福順段二小段,5.62,都市：住,16,1,持分移轉,4700000
RPWNMLMLOHOFFCA58DA,潭美段五小段,51.22,都市：住,100000,1191,持分移轉,820000
RPVNMLNJPHOFFBA38DA,萬大段一小段,25.07,都市：住,10000,594,持分移轉,6010000
RPSOMLOLPHOFFBA48DA,雙園段一小段,5.3,都市：住,100000,127,持分移轉,5370000
RPVQMLRKPHOFFCA56CA,潭美段四小段,13.66,都市：住,100000,653,持分移轉,4810000
RPPOMLMLOHOFFBA87DA,文昌段一小段,22.25,都市：住,4,1,持分移轉,660000
RPPOMLMLOHOFFBA87DA,文昌段一小段,2.75,都市：住,4,1,持分移轉,660001
RPVNMLPKPHOFFEA88CA,秀山段二小段,39.46,都市：住,55762,110,持分移轉,6610000
RPVNMLPKPHOFFEA88CA,秀山段二小段,0.01,都市：其他:綠地用地,55762,110,持分移轉,6610001
RPOOMLTKOHOFFBA38DA,華江段二小段,31.31,都市：住,30000,1452,持分移轉,1470040
RPTNMLLLOHOFFAA97DA,河堤段三小段,1.6,都市：住,10000,20,持分移轉,1400000
RPWNMLPKPHOFFEA98CA,豐年段四小段,28.3,都市：工,100000,371,持分移轉,4340000
RPVOMLPLOHOFFFA09CA,金華段四小段,13.34,都市：住,100000,4490,持分移轉,1340000
RPUNMLNLOHOFFCA48DA,碧湖段三小段,13.9,都市：住,10000,21,持分移轉,1540000
RPUNMLNLOHOFFCA48DA,碧湖段三小段,0.01,都市：其他:道路用地,10000,21,持分移轉,1540006
RPTOMLLJPHOFFAA97DA,南海段三小段,3.04,都市：商,100000,569,持分移轉,660000
RPTOMLLJPHOFFAA97DA,南海段三小段,1.09,都市：住,100000,569,持分移轉,720000
RPPNMLTJPHOFFFA68CA,仁愛段六小段,15.75,都市：住,700,53,持分移轉,3640000
RPPNMLTJPHOFFFA68CA,仁愛段六小段,5.38,都市：住,70000,1484,持分移轉,3770000
RPROMLTKOHOFFFA98CA,復興段一小段,44.25,都市：商,4,1,持分移轉,690000
RPUNMLTLOHOFFFA76DA,瑞安段三小段,49.33,都市：住,6,1,持分移轉,4770000
RPPNMLLLQHOFFCA87CA,潭美段四小段,12.11,都市：住,100000,579,持分移轉,4810000
RPTOMLTKOHOFFFA56CA,龍泉段三小段,7.71,都市：商,40000,716,持分移轉,7640000
RPQOMLNJPHOFFAA87DA,實踐段二小段,41.58,都市：住,10000,868,持分移轉,960001
RPVPMLNJPHOFFEA78CA,蘭雅段二小段,54.96,都市：住,1400000,35059,持分移轉,5890000
RPVOMLNJPHOFFEA68CA,菁山段一小段,18.38,都市：其他:陽明山國家公園區,64,1,持分移轉,2810000
RPVOMLNJPHOFFEA68CA,菁山段一小段,4.71,都市：其他:陽明山國家公園區,64,1,持分移轉,2820000
RPQPMLTJPHOFFFA98CA,大安段一小段,1.71,都市：商,1609570,2160,持分移轉,2640000
RPQPMLTJPHOFFFA98CA,大安段一小段,2.84,都市：住,1609570,2160,持分移轉,2640001
RPXOMLNJPHOFFEA88CA,菁山段一小段,101.64,都市：其他:陽明山國家公園區,32,1,持分移轉,2880000
RPOPMLNJPHOFFEA08CA,菁山段一小段,18.38,都市：其他:陽明山國家公園區,64,1,持分移轉,2810000
RPOPMLNJPHOFFEA08CA,菁山段一小段,4.71,都市：其他:陽明山國家公園區,64,1,持分移轉,2820000
RPVNMLTKOHOFFEA56CA,關渡段三小段,49.35,都市：住,10000,201,持分移轉,40000
RPSNMLOLOHOFFFA58CA,通化段一小段,27.83,都市：住,10000,550,持分移轉,9050000
RPTNMLTKOHOFFEA98CA,振興段三小段,52.19,都市：住,10000,314,持分移轉,10040000
RPTNMLTKOHOFFEA98CA,振興段三小段,0.09,都市：其他:道路用地(公共設施用地),10000,314,持分移轉,10040001
RPVPMLKLOHOFFEA58CA,溪洲段一小段,15.38,都市：其他:產業服務區,24,1,持分移轉,3050000
RPVPMLKLOHOFFEA58CA,溪洲段一小段,0.54,都市：其他:產業服務區,24,1,持分移轉,3050001
RPVPMLKLOHOFFEA58CA,溪洲段一小段,0.12,都市：其他:產業服務區,24,1,持分移轉,3050002
RPVPMLKLOHOFFEA58CA,溪洲段一小段,1.33,都市：其他:產業服務區,6,1,持分移轉,3090001
RPVPMLKLOHOFFEA58CA,溪洲段一小段,0.33,都市：其他:產業服務區,6,1,持分移轉,3090002
RPROMLKLOHOFFEA08CA,文林段一小段,30.75,都市：住,4,1,持分移轉,960000
RPSNMLQLOHOFFEA68CA,至善段六小段,195,都市：住,1,1,全筆移轉,3130000
RPSNMLQLOHOFFEA68CA,至善段六小段,22,都市：住,1,1,全筆移轉,3140000
RPSNMLQLOHOFFEA68CA,至善段六小段,0.85,都市：住,1,1,全筆移轉,900004
RPSNMLQLOHOFFEA68CA,至善段六小段,21.34,都市：住,1,1,全筆移轉,910003
RPQPMLSLOHOFFEA88CA,行義段二小段,21.66,都市：住,10000,25,持分移轉,2980000
RPWPMLTKOHOFFDA76CA,西松段二小段,24.24,都市：住,10000,232,持分移轉,5000000
RPVNMLTKOHOFFDA09CA,新光段二小段,32.68,都市：住,10000,105,持分移轉,5980000
RPVNMLTKOHOFFDA09CA,新光段二小段,4.8,都市：住,10000,105,持分移轉,5990000
RPVNMLTKOHOFFDA09CA,新光段二小段,0.37,都市：住,10000,105,持分移轉,6000000
RPXPMLTKOHOFFDA86CA,民生段,30.17,都市：住,24,2,持分移轉,1060012
RPXNMLKLOHOFFDA48CA,永春段一小段,32.5,都市：住,4,1,持分移轉,5330000
RPXNMLKLOHOFFDA48CA,永春段一小段,6.25,都市：其他:道路用地,4,1,持分移轉,5340000
RPTNMLMKPHOFFFA48CA,仁愛段二小段,10.62,都市：其他:道路用地,8,1,持分移轉,2340000
RPXNMLOLOHOFFDA88CA,寶清段五小段,5.33,都市：住,10000,36,持分移轉,1830000
RPRPMLLLOHOFFDA18CA,吳興段二小段,4.74,都市：住,100000,1213,持分移轉,7900006
RPRPMLLLOHOFFDA18CA,吳興段二小段,4.74,都市：住,100000,1213,持分移轉,7900014
RPRPMLLLOHOFFDA18CA,吳興段二小段,4.74,都市：住,100000,1213,持分移轉,7900015
RPRPMLLLOHOFFDA18CA,吳興段二小段,4.74,都市：住,100000,1213,持分移轉,7900016
RPTNMLMKPHOFFEA38CA,三玉段五小段,77.44,都市：住,100000,4023,持分移轉,1060000
RPVNMLKMOHOFFFA58CA,仁愛段六小段,0.02,都市：住,100000,6,持分移轉,6160005
RPPOMLOLOHOFFDA18CA,寶清段五小段,5.33,都市：住,10000,36,持分移轉,1830000
RPWRMLRKPHOFFCA76CA,舊宗段,48.27,都市：住,270000,199,持分移轉,1130000
RPVOMLOLOHOFFCA68CA,中山段一小段,0.87,都市：商,10000,5,持分移轉,6640000
RPOPMLPKPHOFFAA08DA,公訓段三小段,57.26,都市：住,10000,205,持分移轉,2850000
RPOPMLQLOHOFFDA38CA,民生段,45,都市：住,4,1,持分移轉,660024
RPUPMLOJPHOFFCA58CA,榮星段五小段,31.5,都市：住,24,6,持分移轉,4010000
RPUPMLOJPHOFFCA58CA,榮星段五小段,5,都市：住,24,6,持分移轉,4020000
RPWQMLLJPHOFFCA58CA,金泰段,106.91,都市：住,10000,1252,持分移轉,410013
RPVNMLTKOHOFFCA98CA,石潭段四小段,97.77,都市：住,10000,2074,持分移轉,1550000
RPXPMLKLOHOFFCA58CA,潭美段五小段,34.21,都市：住,100000,4985,持分移轉,1660000
RPOTMLLLOHOFFCA18CA,吉林段四小段,3.75,都市：商,10000,84,持分移轉,4380000
RPWPMLRLOHOFFCA56CA,文德段一小段,22.19,都市：住,100000,1255,持分移轉,1030000
RPWPMLRLOHOFFCA56CA,文德段一小段,15.21,都市：住,100000,1255,持分移轉,1160001
RPSRMLTKOHOFFCA09CA,吉林段一小段,8.6,都市：商,10000,22,持分移轉,8550000
RPPRMLTKOHOFFCA78CA,榮星段五小段,12.37,都市：住,10000,61,持分移轉,5440000
RPXRMLLLOHOFFCA88CA,中山段三小段,4.96,都市：商,10000,117,持分移轉,2350000
RPVOMLKLOHOFFBA18CA,公園段二小段,3.23,都市：商,10000,24,持分移轉,6490000
RPSNMLSKOHOFFBA48CA,漢中段二小段,7.1,都市：商,10000,15,持分移轉,9770000
RPSOMLTKOHOFFBA68CA,臨沂段二小段,31.7,都市：住,10,1,持分移轉,3500000
RPWPMLSKOHOFFCA56CA,金泰段,43.31,都市：住,500000,206,持分移轉,720000
RPTPMLKLOHOFFDA38DA,民生段,10.17,都市：住,1782200,5010,持分移轉,550001
RPSPMLKLOHOFFDA28DA,美仁段一小段,4.84,都市：商,10000,112,持分移轉,3910000
RPTOMLTKOHOFFBA78CA,中正段二小段,35.25,都市：住,4,1,持分移轉,1650000
RPXOMLPLOHOFFBA88CA,中正段二小段,22.5,都市：住,8,1,持分移轉,1970000
RPXOMLPLOHOFFBA88CA,中正段二小段,0.62,都市：其他:道路用地,8,1,持分移轉,1970001
RPWOMLQLOHOFFBA88CA,華中段二小段,28,都市：住,4,1,持分移轉,6110000
RPWNMLNJPHOFFBA38CA,圓環段三小段,6.07,都市：商,14,1,持分移轉,6760000
RPWNMLNJPHOFFBA38CA,圓環段三小段,1.36,都市：其他:道路地,14,1,持分移轉,6760001
RPWNMLNJPHOFFBA38CA,圓環段三小段,0.14,都市：其他:道路地,14,1,持分移轉,7040001
RPXNMLNJPHOFFBA48CA,圓環段三小段,6.07,都市：商,14,1,持分移轉,6760000
RPXNMLNJPHOFFBA48CA,圓環段三小段,1.36,都市：其他:道路地,14,1,持分移轉,6760001
RPXNMLNJPHOFFBA48CA,圓環段三小段,0.14,都市：其他:道路地,14,1,持分移轉,7040001
RPROMLTJPHOFFBA58CA,橋北段三小段,61,都市：住,1,1,全筆移轉,6170000
RPROMLTJPHOFFBA58CA,橋北段三小段,102,都市：住,1,1,全筆移轉,6270000
RPUPMLLLOHOFFCA38CA,長安段二小段,50.89,都市：商,100000,3457,持分移轉,7110000
RPSOMLSKOHOFFBA58CA,莒光段三小段,0.11,都市：住,10000,1,持分移轉,4170000
RPQQMLPJPHOFFCA38CA,吉林段四小段,5.27,都市：商,10000,432,持分移轉,3020000
RPQQMLPJPHOFFCA38CA,吉林段四小段,4.8,都市：住,10000,432,持分移轉,3030000
RPVOMLSKOHOFFAA78CA,實踐段二小段,25.42,都市：住,10000,204,持分移轉,5190000
RPVOMLSKOHOFFAA78CA,實踐段二小段,0.02,都市：其他:道路用地,10000,204,持分移轉,5190001
RPSOMLLLOHOFFAA87CA,實踐段一小段,36.28,都市：住,10000,400,持分移轉,540002
RPSNMLLLOHOFFAA77CA,永昌段五小段,14,都市：住,1,1,全筆移轉,2430000
RPUNMLLLOHOFFAA97CA,興泰段一小段,61.9,都市：住,10000,98,持分移轉,8030000
RPUNMLLLOHOFFAA97CA,興泰段一小段,13.38,都市：住,10000,98,持分移轉,8050000
RPTOMLPLOHOFFAA38CA,木柵段二小段,23.56,都市：住,10000,52,持分移轉,6310000
RPUNMLNLPHOFFBA38CA,華中段二小段,13.96,都市：住,20000,572,持分移轉,4710000
SPUNMLNLPHOFFBA48CA,福星段二小段,23.16,都市：商,2025,82,持分移轉,4710000
RPUNMLNLPHOFFBA38CA,華中段二小段,18.13,都市：住,20000,572,持分移轉,4710002
SPUNMLNLPHOFFBA48CA,福星段二小段,0.81,都市：商,2025,82,持分移轉,4710001
SPUNMLNLPHOFFBA48CA,福星段二小段,3.24,都市：其他:公設用地,2025,82,持分移轉,4710002
RPVNMLPLOHOFFAA48CA,南海段二小段,5.71,都市：商,10000,50,持分移轉,3320000
RPVNMLPLOHOFFAA48CA,南海段二小段,3.16,都市：住,10000,50,持分移轉,4050000
RPSPMLPKPHOFFBA48CA,延平段二小段,69,都市：其他:特定專用區,1,1,全筆移轉,4520000
RPSPMLPKPHOFFBA48CA,延平段二小段,13,都市：其他:特定專用區,1,1,全筆移轉,4520001
RPSPMLPKPHOFFBA48CA,延平段二小段,188,都市：其他:特定專用區,1,1,全筆移轉,4520002
RPSPMLPKPHOFFBA48CA,延平段二小段,20,都市：其他:特定專用區,1,1,全筆移轉,4510000
RPSOMLKLOHOFFAA77CA,福和段一小段,32.5,都市：住,4,1,持分移轉,310000
RPROMLLLOHOFFAA77CA,實踐段一小段,36.55,都市：住,10000,403,持分移轉,540002
RPPOMLNJPHOFFBA77CA,圓環段三小段,6.07,都市：商,14,1,持分移轉,6760000
RPPOMLNJPHOFFBA77CA,圓環段三小段,1.36,都市：其他:道路地,14,1,持分移轉,6760001
RPPOMLNJPHOFFBA77CA,圓環段三小段,0.14,都市：其他:道路地,14,1,持分移轉,7040001
